book_id,title,author,genres
7227,Darkness Visible: A Memoir of Madness,William Styron,"memoir, psychology, biography, memoirs, mental-health"
7228,In the Shadow of the Banyan,Vaddey Ratner,"fiction, book-club, asia, cambodia"
7229,Dead End in Norvelt,Jack Gantos,"historical-fiction, newbery, young-adult, humor, middle-grade"
7230,"Spider's Bite (Elemental Assassin, #1)",Jennifer Estep,"urban-fantasy, fantasy, paranormal, magic, vampires"
7231,Self-Reliance and Other Essays,Ralph Waldo Emerson,"philosophy, classics, non-fiction, essays"
7232,Crash,J.G. Ballard,"fiction, science-fiction, 1001-books"
7233,How to Talk So Kids Will Listen & Listen So Kids Will Talk,"Adele Faber, Elaine Mazlish, Kimberly Ann Coe","parenting, non-fiction, nonfiction, psychology, self-help"
7234,Fiddler on the Roof,"Joseph Stein, Jerry Bock, Sheldon Harnick","plays, rory-gilmore-reading-challenge"
7235,"Afterburn (Jax & Gia, #1)",Sylvia Day,"romance, sylvia-day, erotica"
7236,"All-of-a-Kind Family (All-of-a-Kind Family, #1)",Sydney Taylor,"historical-fiction, childrens, fiction, children-s, children-s-books"
7237,Influx,Daniel Suarez,"science-fiction, sci-fi, fiction, thriller, scifi"
7238,"Ilse Witch (Voyage of the Jerle Shannara, #1)",Terry Brooks,"fantasy, terry-brooks, shannara, fiction"
7239,Personal History,Katharine Graham,"non-fiction, memoir"
7240,"The Dry (Aaron Falk, #1)",Jane Harper,"mystery, fiction, crime, thriller, read-in-2017"
7241,Full House (Full #1),"Janet Evanovich, Charlotte Hughes","romance, janet-evanovich, mystery, chick-lit, fiction"
7242,The Broken Wings,"Kahlil Gibran, Anthony R. Ferris",
7243,"Two Graves (Pendergast, #12)","Douglas Preston, Lincoln Child","mystery, thriller, fiction, preston-child"
7244,"Blood of Dragons (Rain Wild Chronicles, #4)",Robin Hobb,"fantasy, fiction, robin-hobb, dragons"
7245,A Bridge Too Far,Cornelius Ryan,history
7246,Loser,Jerry Spinelli,"realistic-fiction, fiction, young-adult"
7247,"Sepulchre (Languedoc, #2)",Kate Mosse,"historical-fiction, fiction, mystery, fantasy, historical"
7248,"Kill the Dead (Sandman Slim, #2)",Richard Kadrey,"urban-fantasy, fantasy, horror, fiction"
7249,Vagabonding: An Uncommon Guide to the Art of Long-Term World Travel,Rolf Potts,"travel, non-fiction, nonfiction"
7250,"Kiss the Dead (Anita Blake, Vampire Hunter #21)",Laurell K. Hamilton,"urban-fantasy, paranormal, vampires, anita-blake, fantasy"
7251,The Garden of Eden,Ernest Hemingway,classics
7252,"Sweet Surrender (Sweet, #1)",Maya Banks,"erotica, romance, bdsm, maya-banks, erotic-romance"
7253,"The One Tree (The Second Chronicles of Thomas Covenant, #2)",Stephen R. Donaldson,fantasy
7254,Homicidal Psycho Jungle Cat: A Calvin and Hobbes Collection,Bill Watterson,"comics, humor, fiction, graphic-novels"
7255,"Surrender Your Love (Surrender Your Love, #1)",J.C. Reed,"romance, series, contemporary-romance, erotica"
7256,CyberStorm,Matthew Mather,"science-fiction, fiction"
7257,Fargo Rock City: A Heavy Metal Odyssey in Rural North Dakota,Chuck Klosterman,"music, non-fiction"
7258,"To Green Angel Tower, Part 1 (Memory, Sorrow, and Thorn, #3; Part 1)",Tad Williams,fantasy
7259,"I Am Nujood, Age 10 and Divorced","Nujood Ali, Delphine Minoui, Linda Coverdale","non-fiction, memoir, nonfiction, biography, middle-east"
7260,The Feast of All Saints,Anne Rice,"fiction, anne-rice, historical-fiction"
7261,To Rise Again at a Decent Hour,Joshua Ferris,fiction
7262,Proof,David Auburn,"plays, drama"
7263,"The Past Through Tomorrow (Future History, #1-21)","Robert A. Heinlein, Damon Knight","science-fiction, sci-fi"
7264,"Master of the Senate (The Years of Lyndon Johnson, #3)",Robert A. Caro,"biography, history, politics, non-fiction"
7265,"Saint Odd (Odd Thomas, #7)",Dean Koontz,"horror, dean-koontz, fantasy, fiction"
7266,The Wonderful Story of Henry Sugar and Six More,Roald Dahl,
7267,"Real Murders (Aurora Teagarden, #1)",Charlaine Harris,"mystery, fiction, charlaine-harris, series, cozy-mystery"
7268,"Port Mortuary (Kay Scarpetta, #18)",Patricia Cornwell,"mystery, fiction, patricia-cornwell, crime"
7269,Arch of Triumph: A Novel of a Man Without a Country,Erich Maria Remarque,fiction
7270,The Death of Superman,"Dan Jurgens, Jerry Ordway, Louise Simonson, Roger Stern, Jon Bogdanove, Tom Grummett, Jackson Butch Guice, Brett Breeding, Rick Burchett, Doug Hazlewood, Dennis Janke, Denis Rodier","comics, graphic-novels"
7271,The Raw Shark Texts,Steven Hall,"fiction, fantasy"
7272,"The Hammer of Thor (Magnus Chase and the Gods of Asgard, #2)",Rick Riordan,"fantasy, mythology, young-adult, rick-riordan, ya"
7273,Wave,Sonali Deraniyagala,"non-fiction, memoir, nonfiction, memoirs"
7274,"Fire Sea (The Death Gate Cycle, #3)","Margaret Weis, Tracy Hickman",fantasy
7275,"Far from the Tree: Parents, Children, and the Search for Identity",Andrew Solomon,"non-fiction, nonfiction, psychology, parenting"
7276,"Junie B. Jones and the  Stupid Smelly Bus (Junie B. Jones, #1)","Barbara Park, Denise Brunkus","childrens, children-s-books, children, junie-b-jones"
7277,The Autumn of the Patriarch,"Gabriel García Márquez, Gregory Rabassa",
7278,"Bones of the Hills (Conqueror, #3)",Conn Iggulden,"historical-fiction, fiction, historical"
7279,Hallucinations,Oliver Sacks,"non-fiction, science, psychology, nonfiction"
7280,"Burned (Fever, #7)",Karen Marie Moning,"urban-fantasy, fantasy, paranormal, romance, paranormal-romance"
7281,The Murders in the Rue Morgue,Edgar Allan Poe,"classics, mystery, short-stories, fiction, horror"
7282,The Summer Tree (The Fionavar Tapestry #1),Guy Gavriel Kay,"fantasy, fiction"
7283,"Betsy-Tacy (Betsy-Tacy, #1)","Maud Hart Lovelace, Lois Lenski","childrens, classics, fiction, children-s, children"
7284,Sweethearts,Sara Zarr,"young-adult, ya, contemporary, romance, fiction"
7285,The Monsters of Templeton,Lauren Groff,"fiction, mystery, fantasy, book-club, historical-fiction"
7286,"Midnight Crossroad (Midnight, Texas, #1)",Charlaine Harris,"mystery, fantasy, paranormal, urban-fantasy, fiction"
7287,"Catering to Nobody (A Goldy Bear Culinary Mystery, #1)",Diane Mott Davidson,"mystery, mysteries, cozy-mystery, fiction, cozy-mysteries"
7288,"The Lost Prince (The Iron Fey: Call of the Forgotten, #1)",Julie Kagawa,"fantasy, young-adult, ya, paranormal, romance"
7289,"Devil Bones (Temperance Brennan, #11)",Kathy Reichs,"mystery, kathy-reichs, crime, fiction, thriller"
7290,From Here to Eternity,James  Jones,"fiction, classics, historical-fiction, war"
7291,Change Your Thoughts - Change Your Life: Living the Wisdom of the Tao,Wayne W. Dyer,spirituality
7292,"Dude, Where's My Country?",Michael Moore,"non-fiction, politics, humor, nonfiction"
7293,The Last Don,Mario Puzo,fiction
7294,محال,"يوسف زيدان, Youssef Ziedan",يوسف-زيدان
7295,"Ready or Not (All-American Girl, #2)",Meg Cabot,"young-adult, ya, romance, chick-lit, meg-cabot"
7296,"Cross Bones (Temperance Brennan, #8)",Kathy Reichs,"mystery, kathy-reichs, crime, fiction, thriller"
7297,All But My Life: A Memoir,Gerda Weissmann Klein,"non-fiction, holocaust, memoir, history, nonfiction"
7298,Rikki-Tikki-Tavi,"Rudyard Kipling, Jerry Pinkney","children, children-s, classics, children-s-books"
7299,"All-Star Superman, Vol. 2","Grant Morrison, Frank Quitely","comics, graphic-novels"
7300,The World of Ice & Fire: The Untold History of Westeros and the Game of Thrones,"George R.R. Martin, Elio M. García Jr., Linda Antonsson","fantasy, fiction"
7301,"To Sir Phillip, With Love (Bridgertons, #5)",Julia Quinn,"historical-romance, romance, historical, julia-quinn, regency"
7302,Miracle in the Andes,"Nando Parrado, Vince Rause",non-fiction
7303,"Lost & Found (Lost & Found, #1)",Nicole  Williams,"new-adult, romance, contemporary, series, contemporary-romance"
7304,"Among the Barons (Shadow Children, #4)",Margaret Peterson Haddix,"young-adult, dystopian, dystopia, series, science-fiction"
7305,The War that Saved My Life (The War That Saved My Life #1),"Kimberly Brubaker Bradley, مرضیه ورشوساز","historical-fiction, middle-grade, historical, fiction, young-adult"
7306,"Say Cheese and Die! (Goosebumps, #4)",R.L. Stine,"horror, fiction"
7307,"Sharpe's Tiger (Sharpe, #1)",Bernard Cornwell,"historical-fiction, fiction"
7308,Jinx,Meg Cabot,"young-adult, fantasy, ya, romance, paranormal"
7309,Death in Venice and Other Tales,"Thomas Mann, Joachim Neugroschel","fiction, classics, short-stories, german"
7310,"As Chimney Sweepers Come to Dust (Flavia de Luce, #7)",Alan Bradley,"mystery, historical-fiction, series, fiction, mysteries"
7311,What Was She Thinking? [Notes on a Scandal],Zoë Heller,"fiction, contemporary"
7312,"The Beast (Black Dagger Brotherhood, #14)",J.R. Ward,"paranormal, paranormal-romance, vampires, romance, black-dagger-brotherhood"
7313,"Sullivan's Island (Lowcountry Tales, #1)",Dorothea Benton Frank,fiction
7314,"Cardcaptor Sakura: Master of the Clow, Vol. 1 (Cardcaptor Sakura, #7)","CLAMP, Anita Sengupta",manga
7315,"The Soulkeepers (The Soulkeepers, #1)",G.P. Ching,"fantasy, ya"
7316,Up Country,Nelson DeMille,"fiction, thriller"
7317,Private Peaceful,Michael Morpurgo,"historical-fiction, war, young-adult, fiction"
7318,"Her Royal Spyness (Her Royal Spyness Mysteries, #1)",Rhys Bowen,"mystery, historical-fiction, fiction, mysteries, historical"
7319,"Gunmetal Magic (Kate Daniels, #5.5)",Ilona Andrews,"urban-fantasy, fantasy, paranormal, romance, magic"
7320,"Half a War (Shattered Sea, #3)",Joe Abercrombie,"fantasy, young-adult"
7321,"Rock Chick Renegade (Rock Chick, #4)",Kristen Ashley,"kristen-ashley, romance, contemporary-romance, contemporary, alpha-male"
7322,"The Marriage Mistake (Marriage to a Billionaire, #3)",Jennifer Probst,"romance, contemporary-romance, contemporary, series, jennifer-probst"
7323,Jamberry,Bruce Degen,"picture-books, childrens, children-s-books, children-s"
7324,"Darkest Powers Trilogy (Darkest Powers, #1-3)",Kelley Armstrong,
7325,"Rhapsody: Child of Blood (Symphony of Ages, #1)",Elizabeth Haydon,fantasy
7326,Doctors,Erich Segal,fiction
7327,Samarkand,"Amin Maalouf, Russell Harris","historical-fiction, fiction"
7328,"Indulgence in Death (In Death, #31)",J.D. Robb,"mystery, romance, j-d-robb, jd-robb, in-death"
7329,We Need New Names,NoViolet Bulawayo,"africa, fiction, zimbabwe"
7330,The Little Red Caboose (Little Golden Book),Marian Potter,childrens
7331,Pretty in Plaid,Jen Lancaster,"non-fiction, memoir, humor, chick-lit, memoirs"
7332,Wicca: A Guide for the Solitary Practitioner,Scott Cunningham,"wicca, non-fiction, religion, spirituality, pagan"
7333,All My Sons,"Arthur Miller, Christopher Bigsby","plays, classics, drama"
7334,Graffiti Moon,Cath Crowley,"young-adult, contemporary, ya, romance, realistic-fiction"
7335,Mufaro's Beautiful Daughters: An African Tale,John Steptoe,"picture-books, children-s-books, childrens, picture-book, children"
7336,"Paladin of Souls (World of the Five Gods, #2)",Lois McMaster Bujold,"fantasy, fiction"
7337,Mastery,Robert Greene,"non-fiction, self-help, business, psychology, self-improvement"
7338,"God Bless You, Dr. Kevorkian",Kurt Vonnegut Jr.,"fiction, vonnegut"
7339,A Homemade Life: Stories and Recipes from My Kitchen Table,Molly Wizenberg,"food, non-fiction, memoir, cookbooks, nonfiction"
7340,The Three Pigs,David Wiesner,"caldecott, picture-book, picture-books, childrens, children-s-books"
7341,Learned Optimism: How to Change Your Mind and Your Life,Martin E.P. Seligman,"non-fiction, psychology"
7342,"Desires of the Dead (The Body Finder, #2)",Kimberly Derting,"mystery, series, romance, fantasy, young-adult"
7343,The Littles,"John Lawrence Peterson, Roberta Carter Clark",childrens
7344,Amelia Bedelia and the Surprise Shower,"Peggy Parish, Barbara Siebel Thomas",
7345,"Homecoming (Tillerman Cycle, #1)",Cynthia Voigt,series
7346,"Spell of the Highlander (Highlander, #7)",Karen Marie Moning,"romance, paranormal-romance, paranormal, time-travel, fantasy"
7347,"The Hand of Chaos (The Death Gate Cycle, #5)","Margaret Weis, Tracy Hickman",fantasy
7348,One False Move (Myron Bolitar #5),Harlan Coben,"mystery, harlan-coben, fiction, thriller"
7349,The Guns of Avalon (The Chronicles of Amber #2),Roger Zelazny,"fantasy, fiction, science-fiction"
7350,The Great Gilly Hopkins,Katherine Paterson,"fiction, childrens, young-adult, realistic-fiction"
7351,"Trojan Odyssey (Dirk Pitt, #17)",Clive Cussler,"clive-cussler, fiction, adventure, thriller, cussler"
7352,Follow the River,James Alexander Thom,"historical-fiction, fiction"
7353,Measure for Measure,"William Shakespeare, Barbara A. Mowat, Paul Werstine","plays, classics, shakespeare, drama, fiction"
7354,The Mask,"Owen  West, Dean Koontz",dean-koontz
7355,All Our Yesterdays,Cristin Terrill,"young-adult, time-travel, sci-fi, science-fiction, ya"
7356,Coming Clean,Kimberly Rae Miller,"nonfiction, memoirs"
7357,Forever Amber ,Kathleen Winsor,"historical-fiction, fiction, romance, historical, classics"
7358,"The Emerald Atlas (The Books of Beginning, #1)",John  Stephens,childrens
7359,Swing Time,Zadie Smith,"fiction, book-club, contemporary, read-in-2017"
7360,In Harm's Way: The Sinking of the U.S.S. Indianapolis and the Extraordinary Story of Its Survivors,Doug Stanton,"history, non-fiction, nonfiction"
7361,"Chibi Vampire, Vol. 01",Yuna Kagesaki,manga
7362,Everything Leads to You,Nina LaCour,"lgbt, young-adult, contemporary, romance, lgbtq"
7363,Jeremy Fink and the Meaning of Life,Wendy Mass,"realistic-fiction, young-adult"
7364,"Thank You, Mr. Falker",Patricia Polacco,"picture-books, children-s-books, picture-book, realistic-fiction"
7365,The Peripheral,William Gibson,"sci-fi, fiction, cyberpunk, scifi"
7366,Too Much Happiness,Alice Munro,"short-stories, fiction"
7367,"Tempting the Best Man (Gamble Brothers, #1)","J. Lynn, Jennifer L. Armentrout","romance, contemporary, contemporary-romance, adult, series"
7368,"Captive Prince: Volume Two (Captive Prince, #2)",C.S. Pacat,"fantasy, m-m, romance, lgbt, mm"
7369,"The Siren (The Original Sinners, #1)",Tiffany Reisz,"bdsm, series, contemporary, dark, romance"
7370,Ironweed,William  Kennedy,"fiction, pulitzer, rory-gilmore-reading-challenge"
7371,"Deception (Alex Delaware, #25)",Jonathan Kellerman,"mystery, jonathan-kellerman"
7372,Stupid White Men,Michael Moore,"non-fiction, nonfiction, humor"
7373,"A Court of Wings and Ruin (A Court of Thorns and Roses, #3)",Sarah J. Maas,"fantasy, romance, young-adult, new-adult, read-in-2017"
7374,"The Faceless Ones (Skulduggery Pleasant, #3)",Derek Landy,"fantasy, young-adult, urban-fantasy, skulduggery-pleasant"
7375,The Great Railway Bazaar,Paul Theroux,"travel, non-fiction, nonfiction"
7376,"Black List (Scot Harvath, #11)",Brad Thor,"brad-thor, thriller, fiction"
7377,"Transmetropolitan, Vol. 2: Lust for Life (Transmetropolitan, #2)","Warren Ellis, Darick Robertson","comics, graphic-novels, science-fiction, sci-fi, fiction"
7378,"The Atrocity Archives (Laundry Files, #1)",Charles Stross,"science-fiction, fantasy, horror, fiction, urban-fantasy"
7379,The Pleasure of My Company,Steve Martin,"fiction, humor"
7380,"Dark Fire (Matthew Shardlake, #2)",C.J. Sansom,"mystery, historical, fiction"
7381,"Beautiful Beginning (Beautiful Bastard, #3.5)",Christina Lauren,"series, contemporary-romance, contemporary, erotica"
7382,Heft,Liz Moore,"fiction, book-club"
7383,"Outcast of Redwall (Redwall, #8)",Brian Jacques,"fantasy, redwall, fiction, young-adult, childrens"
7384,Mister Pip,Lloyd Jones,book-club
7385,Giada's Family Dinners,"Giada De Laurentiis, Victoria Pearson","cookbooks, cooking"
7386,Doubt,John Patrick Shanley,"plays, drama"
7387,"Book of Shadows (Sweep, #1)",Cate Tiernan,
7388,"Secrets of a Shoe Addict (Shoe Addict, #2)",Beth Harbison,chick-lit
7389,"After We Fell (After, #3)",Anna Todd,"romance, new-adult"
7390,Elizabeth Street,Laurie Fabiano,"historical-fiction, fiction"
7391,"The Assassin and the Pirate Lord (Throne of Glass, #0.1)",Sarah J. Maas,"fantasy, young-adult, ya, short-stories, novella"
7392,Fear and Trembling,"Søren Kierkegaard, Alastair Hannay","non-fiction, religion, classics, theology"
7393,"Hawksong (The Kiesha'ra, #1)",Amelia Atwater-Rhodes,"fantasy, young-adult, ya, romance, paranormal"
7394,"The Naked God (Night's Dawn, #3)",Peter F. Hamilton,"science-fiction, sci-fi, scifi, space-opera, fiction"
7395,"Come Back, Amelia Bedelia","Peggy Parish, Wallace Tripp",
7396,Kon-Tiki: Across The Pacific In A Raft,Thor Heyerdahl,"non-fiction, travel, adventure, history, nonfiction"
7397,How to Get Filthy Rich in Rising Asia,Mohsin Hamid,fiction
7398,Relativity: The Special and the General Theory,"Albert Einstein, Nigel Calder, Robert W. Lawson","science, non-fiction, physics, nonfiction"
7399,Getting Over It,Anna Maxted,chick-lit
7400,The List,Siobhan Vivian,"young-adult, ya, contemporary, realistic-fiction, fiction"
7401,The Brothers K,David James Duncan,fiction
7402,The Happiness Advantage: The Seven Principles of Positive Psychology That Fuel Success and Performance at Work,Shawn Achor,"psychology, self-help, business, nonfiction, self-improvement"
7403,"A Dog's Journey (A Dog's Purpose, #2)",W. Bruce Cameron,"fiction, animals, dogs"
7404,The Meaning of Marriage: Facing the Complexities of Commitment with the Wisdom of God,"Timothy J. Keller, Kathy  Keller","marriage, christian, non-fiction"
7405,Batman & Robin: Batman Reborn,"Grant Morrison, Frank Quitely, Philip Tan, Jonathan Glapion, Alex Sinclair","comics, graphic-novels, batman, dc, cómics"
7406,"MeruPuri, Vol. 1 (MeruPuri, #1)",Matsuri Hino,"manga, fantasy"
7407,The Flanders Panel,"Arturo Pérez-Reverte, Margaret Jull Costa","mystery, fiction, historical-fiction"
7408,The Princess and the Pea,"Janet Stevens, Hans Christian Andersen",childrens
7409,The Short Stories,"F. Scott Fitzgerald, Matthew J. Bruccoli",
7410,"Dark Angel (Casteel, #2)",V.C. Andrews,"fiction, v-c-andrews, vc-andrews, young-adult"
7411,"Specter of the Past (Star Wars: The Hand of Thrawn, #1)",Timothy Zahn,"star-wars, science-fiction, fiction, sci-fi"
7412,Binge,Tyler Oakley,"non-fiction, nonfiction"
7413,Black Lies,Alessandra Torre,"romance, erotica, contemporary-romance, contemporary, dark"
7414,What the Dead Know,Laura Lippman,"mystery, fiction"
7415,"Rome (Marked Men, #3)","Jay Crownover, Charlotte Connan de vries","romance, new-adult, series, contemporary, contemporary-romance"
7416,"The Life and Opinions of Tristram Shandy, Gentleman","Laurence Sterne, Melvyn New","classics, fiction, literature, 18th-century"
7417,Giraffes Can't Dance,"Giles Andreae, Guy Parker-Rees","picture-books, children-s-books, childrens, animals, children"
7418,The Passion of Artemisia,Susan Vreeland,"historical-fiction, fiction, art"
7419,Heal Your Body: The Mental Causes for Physical Illness and the Metaphysical Way to Overcome Them,Louise L. Hay,
7420,"Tokyo Mew Mew, Vol. 1 (Tokyo Mew Mew, #1)","Mia Ikumi, Reiko Yoshida",manga
7421,The Miseducation of Cameron Post,Emily M. Danforth,"young-adult, lgbt, ya, lgbtq, fiction"
7422,Coraline (Illustrated/Graphic Novel Edition),"Neil Gaiman, P. Craig Russell","graphic-novels, fantasy, graphic-novel, horror, comics"
7423,"House of Many Ways (Howl's Moving Castle, #3)",Diana Wynne Jones,"fantasy, fiction, ya, childrens, magic"
7424,The Cartel,Don Winslow,"fiction, crime"
7425,A Mother's Reckoning: Living in the Aftermath of Tragedy,Sue Klebold,
7426,"Skin Tight (Mick Stranahan, #1)",Carl Hiaasen,"fiction, mystery, humor"
7427,"Moonraker (James Bond, #3)",Ian Fleming,"fiction, james-bond, thriller, spy, espionage"
7428,Two Treatises of Government,"John Locke, Peter Laslett, Raymond Geuss",philosophy
7429,Civil Disobedience and Other Essays,Henry David Thoreau,"philosophy, classics, non-fiction, politics"
7430,"Rose in Bloom (Eight Cousins, #2)",Louisa May Alcott,"fiction, young-adult, classic"
7431,Mosquitoland,David  Arnold,"young-adult, ya, contemporary, fiction, realistic-fiction"
7432,The Perfect Son,Barbara Claypole White,fiction
7433,Looking for Alibrandi,Melina Marchetta,"young-adult, ya, contemporary, australian, fiction"
7434,"Raid (Unfinished Hero, #3)",Kristen Ashley,"kristen-ashley, romance, contemporary-romance, contemporary, alpha-male"
7435,"Fifth Grave Past the Light (Charley Davidson, #5)",Darynda Jones,"paranormal, urban-fantasy, romance, paranormal-romance, fantasy"
7436,"The Seventh Scroll (Ancient Egypt, #2)",Wilbur Smith,"historical-fiction, fiction, adventure"
7437,A Midsummer's Nightmare,Kody Keplinger,"young-adult, contemporary, romance, ya"
7438,The Troop,Nick Cutter,"horror, fiction, thriller"
7439,"Revelation (Matthew Shardlake, #4)",C.J. Sansom,"historical-fiction, mystery, fiction, historical, crime"
7440,100 Love Sonnets,"Pablo Neruda, Stephen Tapscott",
7441,Lucky Us,Amy Bloom,"fiction, historical-fiction"
7442,"It's in His Kiss (Bridgertons, #7)",Julia Quinn,"historical-romance, romance, historical, julia-quinn, regency"
7443,"Short Stories from Hogwarts of Power, Politics and Pesky Poltergeists (Pottermore Presents, #2)","J.K. Rowling, MinaLima","fantasy, short-stories, harry-potter, fiction, young-adult"
7444,Phenomenology of Spirit,"Georg Wilhelm Friedrich Hegel, A.V. Miller, John Niemeyer Findlay",non-fiction
7445,"Fire Inside (Chaos, #2)",Kristen Ashley,"kristen-ashley, romance, contemporary-romance, contemporary, mc"
7446,"The Neutronium Alchemist (Night's Dawn, #2)",Peter F. Hamilton,"science-fiction, sci-fi, scifi, space-opera, fiction"
7447,The Darkest Seduction (Lords of the Underworld #9),Gena Showalter,"paranormal-romance, paranormal, romance, gena-showalter, lords-of-the-underworld"
7448,"King's Cage (Red Queen, #3)",Victoria Aveyard,"fantasy, young-adult, ya, series, dystopia"
7449,Invisible,Paul Auster,fiction
7450,ظل الأفعى,يوسف زيدان,يوسف-زيدان
7451,Ten Things We Did (and Probably Shouldn't Have),Sarah Mlynowski,"young-adult, ya, contemporary, romance, chick-lit"
7452,"Rebel Heart (Dust Lands, #2)",Moira Young,"young-adult, dystopian, dystopia, ya, series"
7453,Sickened: The Memoir of a Munchausen by Proxy Childhood,Julie Gregory,"non-fiction, memoir, memoirs, nonfiction, psychology"
7454,The Last Time They Met,Anita Shreve,fiction
7455,News of the World,Paulette Jiles,"historical-fiction, fiction, book-club, western, historical"
7456,"Blowback (Scot Harvath, #4)",Brad Thor,"thriller, fiction"
7457,Jaya: An Illustrated Retelling of the Mahabharata,Devdutt Pattanaik,mythology
7458,Women of the Silk,Gail Tsukiyama,"historical-fiction, fiction, china"
7459,The Prisoner of Zenda,Anthony Hope,"classics, fiction, adventure"
7460,"Flutter (My Blood Approves, #3)",Amanda Hocking,"vampires, young-adult, paranormal, ya, fantasy"
7461,"Tall, Tatted and Tempting (The Reed Brothers, #1)",Tammy Falkner,"romance, contemporary, series, contemporary-romance"
7462,Leviathan,Paul Auster,fiction
7463,Saving Faith,David Baldacci,"david-baldacci, fiction, thriller, mystery, baldacci"
7464,"The Spine of the World (Forgotten Realms: Paths of Darkness, #2; Legend of Drizzt, #12)",R.A. Salvatore,"fantasy, forgotten-realms"
7465,"The Haunted Mask (Goosebumps, #11)",R.L. Stine,"horror, goosebumps, childrens, childhood, fiction"
7466,Tyrannosaur Canyon (Wyman Ford #1),Douglas Preston,"thriller, fiction, mystery"
7467,The Girl Before,J.P. Delaney,"mystery, thriller, fiction, netgalley, read-in-2017"
7468,Wayside School Gets A Little Stranger (Wayside School #3),Louis Sachar,"childrens, fiction, children, humor, childhood"
7469,Summer of Night,Dan Simmons,"horror, fiction"
7470,"The Dresden Files:  Storm Front, Volume 1-  The Gathering Storm","Jim Butcher, Mark Powers, Ardian Syaf","graphic-novels, fantasy, urban-fantasy, graphic-novel"
7471,Tourist Season,Carl Hiaasen,"fiction, mystery, humor"
7472,السنجة,أحمد خالد توفيق,أحمد-خالد-توفيق
7473,"204 Rosewood Lane (Cedar Cove, #2)",Debbie Macomber,"debbie-macomber, romance"
7474,"Unseen (Will Trent, #7)",Karin Slaughter,"mystery, karin-slaughter, thriller, crime"
7475,"Eleventh Grade Burns (The Chronicles of Vladimir Tod, #4)",Heather Brewer,"vampires, young-adult, fantasy, vampire"
7476,Double Star,Robert A. Heinlein,"science-fiction, sci-fi, fiction, sf, scifi"
7477,"A Perfect Evil (Maggie O'Dell, #1)",Alex Kava,"mystery, thriller, crime"
7478,Help Thanks Wow: The Three Essential Prayers,Anne Lamott,"nonfiction, spirituality, non-fiction, religion"
7479,"The Long Patrol (Redwall, #10)","Brian Jacques, Allan Curless","fantasy, redwall, fiction, young-adult, childrens"
7480,The Better Angels of Our Nature: Why Violence Has Declined,Steven Pinker,"non-fiction, history, psychology, science, nonfiction"
7481,"When We Were Very Young (Winnie-the-Pooh, #3)","A.A. Milne, Ernest H. Shepard","poetry, childrens, classics, children, children-s"
7482,My Sunshine Away,M.O. Walsh,"fiction, mystery"
7483,The Truth Seeker (O'Malley #3),Dee Henderson,"christian-fiction, christian, fiction"
7484,Filosofi Kopi: Kumpulan Cerita dan Prosa Satu Dekade,Dee Lestari,
7485,سینوهه,"Mika Waltari, ذبیح‌الله منصوری","fiction, classics"
7486,Great House,Nicole Krauss,
7487,"The Kept Woman (Will Trent, #8)",Karin Slaughter,
7488,"Maid for Love (Gansett Island Series, #1)",Marie Force,"romance, contemporary-romance, contemporary, series, marie-force"
7489,And the Shofar Blew,Francine Rivers,"christian-fiction, fiction, christian"
7490,"Prentice Alvin (Tales of Alvin Maker, #3)",Orson Scott Card,"fantasy, fiction"
7491,"44 Scotland Street (44 Scotland Street, #1)",Alexander McCall Smith,"fiction, scotland, mystery"
7492,Chill Factor,Sandra Brown,"sandra-brown, romance, romantic-suspense, mystery, suspense"
7493,Odd and the Frost Giants,"Neil Gaiman, Mark Buckingham","fantasy, fiction, childrens, mythology, young-adult"
7494,The Magpies,Mark  Edwards,thriller
7495,Season of Migration to the North,"Tayeb Salih, Denys Johnson-Davies","novels, روايات, fiction, africa"
7496,The Golden Notebook,Doris Lessing,"fiction, classics, feminism, 1001-books"
7497,"The Winter Rose (The Tea Rose, #2)",Jennifer Donnelly,"historical-fiction, romance, historical, fiction"
7498,"The Last Full Measure (The Civil War Trilogy, #3)",Jeff Shaara,"historical-fiction, civil-war, fiction, history"
7499,Oscar et la dame rose,Éric-Emmanuel Schmitt,"fiction, french"
7500,When Bad Things Happen to Good People,Harold S. Kushner,"non-fiction, self-help"
7501,"Post Captain (Aubrey/Maturin, #2)",Patrick O'Brian,"fiction, historical-fiction, historical"
7502,"Dragon Flight (Dragon Slippers, #2)",Jessica Day George,"fantasy, dragons, young-adult"
7503,"What Katy Did (Carr Family, #1)",Susan Coolidge,"classics, childrens, fiction"
7504,Homer Price (A Puffin Book),Robert McCloskey,"childrens, fiction, children, children-s-books, children-s"
7505,"Shatterglass (The Circle Opens, #4)",Tamora Pierce,"young-adult, fantasy, ya, fiction, magic"
7506,"The Belgariad, Vol. 1: Pawn of Prophecy / Queen of Sorcery / Magician's Gambit (The Belgariad, #1-3)",David Eddings,fantasy
7507,The Lucifer Effect: Understanding How Good People Turn Evil,Philip G. Zimbardo,"psychology, non-fiction, nonfiction, science"
7508,The Scent of Rain and Lightning,Nancy Pickard,"mystery, fiction, book-club"
7509,"Pacific Vortex! (Dirk Pitt, #1)","Clive Cussler, Michael Pritchard","adventure, clive-cussler, fiction, thriller, dirk-pitt"
7510,"One More Chance (Rosemary Beach, #8; Chance, #2)",Abbi Glines,"new-adult, romance, abbi-glines, series, contemporary"
